Event,Site,Date,Round,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,WhiteTitle,BlackTitle,moves_line,tag_line
Rated Blitz game,https://lichess.org/2YK9M4lC,2018.09.30,-,Walid7788,Bobbn,0-1,2018.09.30,22:00:36,1469,1469,-10,11,C00,French Defense: Knight Variation,300+0,Time forfeit,,,14444,14426
Rated Blitz game,https://lichess.org/LBah4c1j,2018.09.30,-,guillaumezur,ugrygt,1-0,2018.09.30,22:00:36,1090,1161,39,-12,B01,Scandinavian Defense,300+0,Normal,,,14464,14446
Rated Blitz game,https://lichess.org/qwn6MoYY,2018.09.30,-,treytherobot,EverlastingLight,0-1,2018.09.30,22:00:36,1320,1364,-9,9,C41,Philidor Defense #2,300+0,Normal,,,14484,14466
Rated Blitz game,https://lichess.org/2jpQB0rl,2018.09.30,-,Demiurgo12,avinash_kashyap,0-1,2018.09.30,22:00:36,1317,1310,-10,11,A45,Indian Game,300+0,Normal,,,14504,14486
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/CDMuxgil,2018.09.30,-,CryptoSnail,Nourmaz,0-1,2018.09.30,22:00:36,2286,1907,-27,21,B06,Modern Defense: Mongredien Defense,60+0,Normal,,,14524,14506
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/0y7VyMZN,2018.09.30,-,selenius,sidg123,0-1,2018.09.30,22:00:36,1729,1654,-14,13,E20,Nimzo-Indian Defense,60+0,Time forfeit,,,14544,14526
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/bQGmpG65,2018.09.30,-,auditor2016,TeGaVelicko,1-0,2018.09.30,22:00:36,2232,2165,11,-10,A01,Nimzo-Larsen Attack,60+0,Normal,,,14564,14546
Rated Bullet game,https://lichess.org/lkCjl2nP,2018.09.30,-,memaurice,Snaedal,0-1,2018.09.30,22:00:36,2005,2259,-5,4,A04,Zukertort Opening: Kingside Fianchetto,30+0,Normal,,,14584,14566
Rated Blitz game,https://lichess.org/DGMM8kJy,2018.09.30,-,Georgeousgeorge,gmpontikaka,0-1,2018.09.30,22:00:37,1702,1668,-12,11,A40,Englund Gambit Complex: Englund Gambit,180+0,Time forfeit,,,14604,14586
Rated Bullet game,https://lichess.org/5X9V6ysv,2018.09.30,-,SA_KingSlayer,EyeRonik_M,1-0,2018.09.30,22:00:37,1878,1889,11,-11,B10,Caro-Kann Defense,60+0,Normal,,,14624,14606
Rated Bullet game,https://lichess.org/W0PiAz1Q,2018.09.30,-,museco,sputnik86,1-0,2018.09.30,22:00:37,2137,2281,15,-16,B21,Sicilian Defense: Smith-Morra Gambit #2,60+0,Normal,,,14644,14626
Rated Bullet game,https://lichess.org/X6A1JfLD,2018.09.30,-,Abera6810,Kanishka_Singh,1/2-1/2,2018.09.30,22:00:38,1371,1370,0,0,A06,Zukertort Opening: Tennison Gambit,60+0,Time forfeit,,,14664,14646
Rated Bullet game,https://lichess.org/WT2EotG4,2018.09.30,-,floatandsting,marjan1995,0-1,2018.09.30,22:00:38,1406,1429,-10,10,E06,Catalan Opening: Closed Variation,60+0,Time forfeit,,,14684,14666
Rated Bullet game,https://lichess.org/QPcEpd3F,2018.09.30,-,drsuess,kristjans,1-0,2018.09.30,22:00:38,1158,1175,11,-12,A44,Semi-Benoni,60+0,Time forfeit,,,14704,14686
Rated Bullet game,https://lichess.org/Gf1rI0bH,2018.09.30,-,Mr420NI,UmutParov,1-0,2018.09.30,22:00:38,909,923,12,-12,C62,Ruy Lopez: Steinitz Defense,60+0,Time forfeit,,,14724,14706
Rated Bullet game,https://lichess.org/TMwe82Z4,2018.09.30,-,Francesco111,MW_ChessMaster,1-0,2018.09.30,22:00:38,2162,2171,12,-11,A00,Hungarian Opening,60+0,Normal,,,14744,14726
Rated Bullet game,https://lichess.org/9DjiebkA,2018.09.30,-,Wasserp,mmuyderafa,1-0,2018.09.30,22:00:38,1530,1533,11,-10,B12,Caro-Kann Defense: Advance Variation,60+0,Time forfeit,,,14764,14746
Rated Bullet game,https://lichess.org/1Hoz4Zn2,2018.09.30,-,nawww,picklebick,0-1,2018.09.30,22:00:38,2300,2376,-9,9,A40,Mikenas Defense,60+0,Normal,FM,NM,14786,14766
Rated Bullet game,https://lichess.org/rvjdnEXK,2018.09.30,-,salgeitor,ChristianLeon90,0-1,2018.09.30,22:00:38,1061,1019,-21,12,A13,"English Opening: Agincourt Defense, Catalan Defense Accepted",60+0,Time forfeit,,,14806,14788
Rated Bullet game,https://lichess.org/xYZcTXWN,2018.09.30,-,gankles,ChessTarantula,1-0,2018.09.30,22:00:38,1960,1904,9,-9,A40,Englund Gambit Complex: Hartlaub-Charlick Gambit,60+0,Normal,,,14826,14808
Rated Bullet game,https://lichess.org/e3LHGpyW,2018.09.30,-,argentinacampeon2018,meb11g,0-1,2018.09.30,22:00:38,1374,1651,-4,5,B21,Sicilian Defense: Smith-Morra Gambit,60+0,Time forfeit,,,14846,14828
Rated Bullet game,https://lichess.org/jg3Ko5uQ,2018.09.30,-,JM_noob,BojanSavic,1-0,2018.09.30,22:00:38,1391,1406,11,-11,A40,Modern Defense,60+0,Normal,,,14866,14848
Rated Bullet game,https://lichess.org/6wr8IG0t,2018.09.30,-,deadly_desk,sinasioren,0-1,2018.09.30,22:00:38,1360,1176,-15,15,B01,Scandinavian Defense: Classical Variation,60+0,Normal,,,14886,14868
Rated Bullet game,https://lichess.org/jb3zxnQe,2018.09.30,-,Uaemleon,leojp,0-1,2018.09.30,22:00:38,1074,1098,-19,10,B00,St. George Defense,60+0,Time forfeit,,,14906,14888
Rated Blitz game,https://lichess.org/G6FBNOsJ,2018.09.30,-,Quark3,falsoreti,0-1,2018.09.30,22:00:39,1430,1496,-9,8,A06,Zukertort Opening: Old Indian Attack,180+0,Time forfeit,,,14926,14908
Rated Blitz game,https://lichess.org/PRKsw4Bj,2018.09.30,-,gilito,wfm1951,0-1,2018.09.30,22:00:39,1625,1569,-11,12,B21,Sicilian Defense: McDonnell Attack,180+2,Time forfeit,,,14946,14928
Rated Bullet game,https://lichess.org/X1S5P6Sa,2018.09.30,-,Lcom,MPRRezendechess,0-1,2018.09.30,22:00:39,1163,1526,-4,3,A00,Van Geet Opening: Reversed Nimzowitsch,120+0,Normal,,,14966,14948
Rated Blitz game,https://lichess.org/Fy9XS7W6,2018.09.30,-,reza_dezful,jsolloway,1-0,2018.09.30,22:00:39,1356,1332,10,-10,C27,Vienna Game,300+0,Time forfeit,,,14986,14968
Rated Bullet game,https://lichess.org/nnLdn6zC,2018.09.30,-,srspanks,orang-outan,1-0,2018.09.30,22:00:40,1298,1309,11,-10,C00,French Defense: Knight Variation,60+0,Time forfeit,,,15006,14988
Rated Rapid game,https://lichess.org/vXFQNTuW,2018.09.30,-,Rexo123,psilo,1-0,2018.09.30,22:00:40,1389,1381,10,-10,B01,Scandinavian Defense,600+0,Normal,,,15026,15008
Rated Rapid game,https://lichess.org/jXaRuJIU,2018.09.30,-,Crazy4you,bacholt,1-0,2018.09.30,22:00:40,1886,1780,8,-7,D02,Queen's Pawn Game: Zukertort Variation,600+0,Normal,,,15046,15028
Rated Rapid game,https://lichess.org/RntRxbrR,2018.09.30,-,youwillborntonight,Sirbadatchess,0-1,2018.09.30,22:00:40,953,982,-15,9,B30,Sicilian Defense: Old Sicilian,600+0,Normal,,,15066,15048
Rated Rapid game,https://lichess.org/uDRxlFQe,2018.09.30,-,julian85,Kadiraydin,1-0,2018.09.30,22:00:40,1032,1109,13,-19,A06,Zukertort Opening: Reversed Mexican Defense,600+0,Time forfeit,,,15086,15068
Rated Rapid game,https://lichess.org/HTTvfQo7,2018.09.30,-,Gizemir,doughy27,0-1,2018.09.30,22:00:40,922,927,-12,12,B06,Modern Defense,600+0,Normal,,,15106,15088
Rated Rapid game,https://lichess.org/jsrZ1EW3,2018.09.30,-,SedatTy,babacha,1-0,2018.09.30,22:00:40,1435,1498,38,-12,C41,Philidor Defense #3,600+0,Normal,,,15126,15108
Rated Rapid game,https://lichess.org/NdakAvHu,2018.09.30,-,Souper2018,jsmith1971,0-1,2018.09.30,22:00:40,1319,1345,-36,9,D00,Queen's Pawn Game: Mason Attack,600+0,Normal,,,15146,15128
Rated Rapid game,https://lichess.org/tGyqtkRH,2018.09.30,-,lionheart12,MichailK19,0-1,2018.09.30,22:00:40,1605,1530,-13,13,C50,Italian Game: Schilling-Kostic Gambit,600+0,Normal,,,15166,15148
Rated Rapid game,https://lichess.org/eeduFeEA,2018.09.30,-,joven056,Rodame,1-0,2018.09.30,22:00:40,1744,1861,31,-13,B10,Caro-Kann Defense,600+0,Normal,,,15186,15168
Rated Blitz game,https://lichess.org/rj8UhckC,2018.09.30,-,ivaldonm,BobbyFischerInThis8,0-1,2018.09.30,22:00:40,1026,1054,-10,10,C00,Rat Defense: Small Center Defense,180+0,Normal,,,15206,15188
Rated Rapid game,https://lichess.org/QpbW1bvs,2018.09.30,-,Josoleal,AlexanderFabricio,1-0,2018.09.30,22:00:40,1447,1412,9,-10,B20,Sicilian Defense,600+0,Normal,,,15226,15208
Rated Blitz game,https://lichess.org/lx2A5luv,2018.09.30,-,LeonStolzz,pedroh_89,1-0,2018.09.30,22:00:40,1680,1682,10,-11,C65,Ruy Lopez: Berlin Defense #2,300+3,Normal,,,15246,15228
Rated Bullet game,https://lichess.org/iSxgARrR,2018.09.30,-,timeout13,davividal,0-1,2018.09.30,22:00:41,1399,1411,-10,10,B01,Scandinavian Defense,60+0,Normal,,,15266,15248
Rated Blitz game,https://lichess.org/HuhpuFtY,2018.09.30,-,GhettoKid,absentbuffalo,1-0,2018.09.30,22:00:41,1171,1189,11,-11,B20,Sicilian Defense,180+0,Time forfeit,,,15286,15268
Rated Blitz game,https://lichess.org/Gj4EfhJO,2018.09.30,-,alfabah,ben13,0-1,2018.09.30,22:00:41,2100,2197,-8,7,A56,Benoni Defense,180+0,Time forfeit,,,15306,15288
Rated Blitz game,https://lichess.org/hIjmopQm,2018.09.30,-,passfranc,rwb0137,1-0,2018.09.30,22:00:41,1495,1489,10,-10,B07,Rat Defense: Harmonist,180+0,Normal,,,15326,15308
Rated Blitz game,https://lichess.org/kVVZLpp1,2018.09.30,-,AltaySuleyman,jleee,1-0,2018.09.30,22:00:41,1544,1513,10,-9,A00,Van't Kruijs Opening,180+0,Normal,,,15346,15328
Rated Blitz game,https://lichess.org/etVXAqHH,2018.09.30,-,Edebiyat_37,reddragon97,1/2-1/2,2018.09.30,22:00:41,1922,1831,-2,2,E81,"King's Indian Defense: SÃ¤misch Variation, Normal Defense",180+0,Normal,,,15366,15348
Rated Blitz game,https://lichess.org/0xKjA1M6,2018.09.30,-,marcohardsax,GaxntaMo,0-1,2018.09.30,22:00:41,1268,1301,-82,9,C21,Center Game Accepted,180+0,Normal,,,15386,15368
Rated Blitz game,https://lichess.org/ctARLyFJ,2018.09.30,-,mohammedarrami,Mohikanac,0-1,2018.09.30,22:00:41,2215,2229,-11,10,C10,"French Defense: Rubinstein Variation, Blackburne Defense",180+0,Normal,,,15406,15388
Rated Blitz game,https://lichess.org/03UOvjau,2018.09.30,-,mehdi1390,fracton,0-1,2018.09.30,22:00:41,1590,1688,-8,6,B01,Scandinavian Defense: Mieses-Kotroc Variation,180+0,Time forfeit,,,15426,15408
Rated Blitz game,https://lichess.org/oWNUVner,2018.09.30,-,carbler,ALPHA64,0-1,2018.09.30,22:00:41,1781,1820,-10,9,B01,Scandinavian Defense: Blackburne Gambit,180+0,Normal,,,15446,15428
Rated Blitz game,https://lichess.org/okxnVBY8,2018.09.30,-,TejasMarathe,eg261,0-1,2018.09.30,22:00:41,962,982,-10,10,B02,Alekhine Defense: MarÃ³czy Variation,180+0,Time forfeit,,,15466,15448
Rated Blitz game,https://lichess.org/CxHl1nJP,2018.09.30,-,peonpasao,fazius,1-0,2018.09.30,22:00:41,1562,1551,10,-10,B00,Owen Defense,180+0,Normal,,,15486,15468
Rated Blitz game,https://lichess.org/C7XpcGqF,2018.09.30,-,tuzo13,jmh1260,1-0,2018.09.30,22:00:41,1474,1699,17,-16,C45,Scotch Game,180+0,Time forfeit,,,15506,15488
Rated Blitz game,https://lichess.org/H1BKv5mV,2018.09.30,-,papagalli82,HORAZULU,1-0,2018.09.30,22:00:41,2009,1954,9,-8,A51,Budapest Defense: Fajarowicz Variation,180+0,Time forfeit,,,15526,15508
Rated Bullet game,https://lichess.org/45eb0bJs,2018.09.30,-,HHidalgo,chessint,0-1,2018.09.30,22:00:41,1538,1562,-9,10,B07,King's Pawn Game: MarÃ³czy Defense,60+0,Time forfeit,,,15546,15528
Rated Blitz game,https://lichess.org/IiGBrbyS,2018.09.30,-,Jseijp,john_killer777,1-0,2018.09.30,22:00:43,1779,1783,11,-11,B77,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Main Line",300+3,Normal,,,15566,15548
Rated Bullet game,https://lichess.org/DzIkc3gl,2018.09.30,-,Urtomator,Piratalokoo,1/2-1/2,2018.09.30,22:00:44,2177,2186,0,-1,D86,"GrÃ¼nfeld Defense: Exchange Variation, Classical Variation",60+0,Time forfeit,,,15586,15568
Rated Bullet game,https://lichess.org/3vxP11Bz,2018.09.30,-,okeefephil,juanitojose,0-1,2018.09.30,22:00:44,1685,1714,-10,10,A43,Old Benoni Defense,60+0,Time forfeit,,,15606,15588
Rated Bullet game,https://lichess.org/IF4W6R3W,2018.09.30,-,momanonnone,andmirrors,0-1,2018.09.30,22:00:45,2096,1871,-19,17,A01,Nimzo-Larsen Attack: Classical Variation,30+0,Time forfeit,,,15626,15608
Rated Rapid game,https://lichess.org/BSe18wA4,2018.09.30,-,anmjr,Snowden,0-1,2018.09.30,22:00:45,1725,1700,-11,17,E90,"King's Indian Defense: Normal Variation, Rare Defenses",480+0,Normal,,,15646,15628
Rated Blitz game,https://lichess.org/frJVOH2u,2018.09.30,-,wilsonion,MKole,0-1,2018.09.30,22:00:45,1196,1292,-8,8,C20,King's Pawn Opening: 2.b3,300+0,Time forfeit,,,15666,15648
Rated Bullet game,https://lichess.org/21eF50e1,2018.09.30,-,Lynx78,engmnayef,0-1,2018.09.30,22:00:45,1397,1416,-10,10,B01,Scandinavian Defense: Mieses-Kotroc Variation,120+1,Time forfeit,,,15686,15668
Rated Blitz game,https://lichess.org/8hELypHC,2018.09.30,-,bazahra1345,callerdoor,0-1,2018.09.30,22:00:46,1327,1418,-8,11,A45,Indian Game,180+2,Normal,,,15706,15688
Rated Blitz game,https://lichess.org/sKumG90f,2018.09.30,-,Luisa310,felipe_freire,0-1,2018.09.30,22:00:46,1226,1209,-10,64,D00,Queen's Pawn Game,180+2,Normal,,,15726,15708
Rated Blitz game,https://lichess.org/wZBmj3St,2018.09.30,-,kkalashnikov,AmiriAli,1-0,2018.09.30,22:00:46,1612,1602,10,-10,C25,Vienna Game: Max Lange Defense,180+2,Normal,,,15746,15728
Rated Blitz game,https://lichess.org/Om7qho1c,2018.09.30,-,Namenox,EquesLudus,1-0,2018.09.30,22:00:46,1527,1543,11,-11,C26,"Vienna Game: Stanley Variation, Reversed Spanish",180+2,Normal,,,15766,15748
Rated Blitz game,https://lichess.org/vLJrx1iU,2018.09.30,-,Ricky1981,Figs_90,1-0,2018.09.30,22:00:46,1701,1688,10,-31,C41,Philidor Defense #3,180+2,Normal,,,15786,15768
Rated Blitz game,https://lichess.org/fTdaLtna,2018.09.30,-,Mathoulechat,jackreer,1-0,2018.09.30,22:00:46,1730,1739,12,-11,C05,"French Defense: Tarrasch Variation, Closed Variation #2",180+2,Normal,,,15806,15788
Rated Blitz game,https://lichess.org/uBbsu1Rg,2018.09.30,-,KangarooDefense,kekmait,1-0,2018.09.30,22:00:46,1497,1447,9,-9,C24,Bishop's Opening: Urusov Gambit,180+2,Time forfeit,,,15826,15808
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/jKVF5Xih,2018.09.30,-,Alberto061290,Skmpil,1-0,2018.09.30,22:00:46,1372,1389,15,-13,C00,French Defense #2,180+0,Time forfeit,,,15846,15828
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/QPEonIbx,2018.09.30,-,Abu_Ahmad215,pixilatedchess,0-1,2018.09.30,22:00:46,2117,1923,-15,18,B07,King's Pawn Game: MarÃ³czy Defense,180+0,Time forfeit,,,15866,15848
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/MyPI4Bix,2018.09.30,-,lacia1,tobok,0-1,2018.09.30,22:00:46,1676,1652,-12,13,B22,Sicilian Defense: Alapin Variation,180+0,Time forfeit,,,15886,15868
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/oz63lJhX,2018.09.30,-,blindpikachu,nikordero,1-0,2018.09.30,22:00:46,1755,1761,10,-12,E61,King's Indian Defense: Smyslov Variation,180+0,Time forfeit,,,15906,15888
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/rTU1TB0M,2018.09.30,-,coutinho64,ammar_alomda,1-0,2018.09.30,22:00:46,1770,1753,11,-11,E22,Nimzo-Indian Defense: Spielmann Variation,180+0,Normal,,,15926,15908
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/O3lHNgqk,2018.09.30,-,Tiny_Hard007,maryjey,1-0,2018.09.30,22:00:46,1562,1514,11,-10,B18,Caro-Kann Defense: Classical Variation,180+0,Normal,,,15946,15928
Rated Classical game,https://lichess.org/U3fk6KPX,2018.09.30,-,KaVa-ru,damien-13,0-1,2018.09.30,22:00:46,1830,2104,-4,5,B10,Caro-Kann Defense,900+15,Time forfeit,,,15966,15948
Rated Classical game,https://lichess.org/i135oVJj,2018.09.30,-,natjo28,junionjack,0-1,2018.09.30,22:00:46,1528,1651,-7,49,C20,Bishop's Opening: Boi Variation,900+15,Normal,,,15986,15968
Rated Classical game,https://lichess.org/Prvu8Gam,2018.09.30,-,sudpur,Franklinds,1-0,2018.09.30,22:00:46,937,1023,14,-12,B07,Pirc Defense #4,900+15,Normal,,,16006,15988
Rated Correspondence game,https://lichess.org/WTOVqwFF,2018.09.30,-,Bernatti,RicardColl,0-1,2018.09.30,22:01:16,1534,1600,-27,34,C41,Philidor Defense #2,-,Normal,,,16026,16008
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/3h0VNreJ,2018.09.30,-,chessengineer17,chektomate,0-1,2018.09.30,22:01:17,1486,1578,-10,10,?,?,60+0,Abandoned,,,16046,16028
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/k4BgP61O,2018.09.30,-,daversoft,Drake1980,0-1,2018.09.30,22:01:17,1649,1373,-17,19,B00,Owen Defense,60+0,Time forfeit,,,16066,16048
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/qG1QebML,2018.09.30,-,Chelitaa,Rrhyddhad-Berserks,1-0,2018.09.30,22:01:17,2067,1828,5,-5,A48,Torre Attack,60+0,Time forfeit,,,16086,16068
Rated Blitz game,https://lichess.org/0729cLLF,2018.09.30,-,IRAQY,juannadie,1-0,2018.09.30,22:01:17,1818,1757,9,-9,C00,French Defense: La Bourdonnais Variation,300+4,Normal,,,16106,16088
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/QjmlfTX9,2018.09.30,-,Magnat1977,gordonpt8,0-1,2018.09.30,22:01:17,1626,1756,-8,8,D00,Queen's Pawn Game,60+0,Time forfeit,,,16126,16108
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/dcyzF0FW,2018.09.30,-,Zucchini,kantemirus,1-0,2018.09.30,22:01:17,1564,1428,7,-8,C50,Giuoco Piano,60+0,Time forfeit,,,16146,16128
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/7Z0wDgDP,2018.09.30,-,lazasampion,trojan98,0-1,2018.09.30,22:01:17,1773,1869,-8,8,B07,Pirc Defense #4,60+0,Normal,,,16166,16148
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/XRfXWGWU,2018.09.30,-,kjsleo,richard_rapport22,0-1,2018.09.30,22:01:17,1268,1751,-1,1,C02,"French Defense: Advance Variation, Main Line",60+0,Time forfeit,,,16186,16168
Rated Blitz game,https://lichess.org/QLaikqrg,2018.09.30,-,laaskri,juancn,1-0,2018.09.30,22:01:17,2175,2089,9,-8,C41,Philidor Defense: Lion Variation,300+0,Normal,,,16206,16188
Rated Blitz game,https://lichess.org/SbGrcSiK,2018.09.30,-,captain-obvious17,antfor,1-0,2018.09.30,22:01:17,1810,1849,11,-12,D30,Queen's Gambit Declined,300+0,Normal,,,16226,16208
Rated Blitz game,https://lichess.org/oXB4OIvh,2018.09.30,-,emmojin,Ivan070798,1/2-1/2,2018.09.30,22:01:17,1666,1642,0,1,D00,Queen's Pawn Game: Mason Attack,300+0,Normal,,,16246,16228
Rated Blitz game,https://lichess.org/msEKuzX4,2018.09.30,-,superlool555,dr_syria,0-1,2018.09.30,22:01:17,1274,1292,-10,10,D01,Richter-Veresov Attack,300+0,Normal,,,16266,16248
Rated Blitz game,https://lichess.org/Cp1CtNMw,2018.09.30,-,TedGd,QueenLover,0-1,2018.09.30,22:01:17,1861,1941,-8,7,B01,Scandinavian Defense: Mieses-Kotroc Variation,300+0,Normal,,,16286,16268
Rated Blitz game,https://lichess.org/OHr5Pojx,2018.09.30,-,felipebartolome,nf81,1-0,2018.09.30,22:01:17,1721,1786,12,-12,A45,Indian Game,300+0,Normal,,,16306,16288
Rated Blitz game,https://lichess.org/POR1fH1A,2018.09.30,-,ForMotherRussia69,ssbbleo,1-0,2018.09.30,22:01:17,884,891,11,-11,B20,Sicilian Defense,300+0,Normal,,,16326,16308
Rated Blitz game,https://lichess.org/4Ixb6KDb,2018.09.30,-,Bouftaidan,emancos,0-1,2018.09.30,22:01:17,1484,1538,-9,9,C00,French Defense: Knight Variation,300+0,Time forfeit,,,16346,16328
Rated Blitz game,https://lichess.org/6yIQSKpQ,2018.09.30,-,Fetik,testinger06,0-1,2018.09.30,22:01:17,1102,1087,-11,11,D06,Queen's Gambit Refused: Marshall Defense,300+0,Normal,,,16366,16348
Rated Blitz game,https://lichess.org/gc68N7Gv,2018.09.30,-,Andrey0208_1982,brdchess,1-0,2018.09.30,22:01:17,1787,1804,10,-11,A02,Bird Opening,300+0,Time forfeit,,,16386,16368
Rated Blitz game,https://lichess.org/0KbfOdAm,2018.09.30,-,Tsquared28,sturm80,1-0,2018.09.30,22:01:17,1417,1435,10,-11,D00,Queen's Pawn Game: Mason Attack,300+0,Time forfeit,,,16406,16388
Rated Blitz game,https://lichess.org/EgLDanO1,2018.09.30,-,pacunar,fearandloath1ng,0-1,2018.09.30,22:01:17,1697,1745,-9,9,A06,Zukertort Opening: Old Indian Attack,180+0,Time forfeit,,,16426,16408
Rated Blitz game,https://lichess.org/v8VPWkUs,2018.09.30,-,Arihant01,SGAD,0-1,2018.09.30,22:01:17,1251,1442,-5,6,C41,Philidor Defense #3,180+0,Normal,,,16446,16428
Rated Blitz game,https://lichess.org/fha4cLZq,2018.09.30,-,Sylvbou1979,malcom1979,1-0,2018.09.30,22:01:17,1501,1455,9,-8,C00,French Defense: Knight Variation,180+0,Normal,,,16466,16448
Rated Blitz game,https://lichess.org/S63mqu0T,2018.09.30,-,holesterin,wmorgenl,1-0,2018.09.30,22:01:17,1645,1615,10,-9,B22,Sicilian Defense: Alapin Variation,180+0,Normal,,,16486,16468
Rated Blitz game,https://lichess.org/fi8I7WqK,2018.09.30,-,Alexfenix,koga86,1-0,2018.09.30,22:01:17,2012,1716,4,-4,C30,"King's Gambit Declined, Queen's Knight Defense",180+0,Normal,,,16506,16488
Rated Blitz game,https://lichess.org/UwfKd9lS,2018.09.30,-,iBlundr,cibenko5,1-0,2018.09.30,22:01:17,1862,1847,10,-10,B10,Caro-Kann Defense: Breyer Variation,180+0,Time forfeit,,,16526,16508
Rated Blitz game,https://lichess.org/KEIvfe0q,2018.09.30,-,rumbovershaut,jonas7,0-1,2018.09.30,22:01:17,1753,2122,-2,3,A45,Indian Game,180+0,Normal,,,16546,16528
Rated Blitz game,https://lichess.org/SrQXd5c4,2018.09.30,-,SpeedDemon9,hl275,0-1,2018.09.30,22:01:17,1556,1504,-11,12,A00,Saragossa Opening,180+0,Normal,,,16566,16548
Rated Blitz game,https://lichess.org/6YYafs9F,2018.09.30,-,qidre,sbgomes13,0-1,2018.09.30,22:01:17,1542,1551,-25,10,C50,Italian Game: Hungarian Defense,180+0,Time forfeit,,,16586,16568
Rated Bullet game,https://lichess.org/tgOE9b56,2018.09.30,-,pitmala,CharlesBukowski,0-1,2018.09.30,22:01:17,1848,1796,-12,12,C01,French Defense: Exchange Variation,60+0,Time forfeit,,,16606,16588
Rated Bullet game,https://lichess.org/1VgpHxnX,2018.09.30,-,WelcomeViolence,kovadlinka,0-1,2018.09.30,22:01:18,2153,2326,-5,6,A49,East Indian Defense,30+0,Time forfeit,,,16626,16608
Rated Blitz game,https://lichess.org/63GFX6Ty,2018.09.30,-,pyjama23,jeanpaul2016,1-0,2018.09.30,22:01:18,2171,2075,8,-8,A10,English Opening: Great Snake Variation,300+2,Normal,,,16646,16628
Rated Bullet game,https://lichess.org/hEfTPFT6,2018.09.30,-,Czou,Mesut_Ulger,1-0,2018.09.30,22:01:19,1886,1928,12,-12,C02,"French Defense: Advance Variation, Nimzowitsch Attack",60+0,Time forfeit,,,16666,16648
Rated Bullet game,https://lichess.org/0p9QYb1i,2018.09.30,-,logrono,T4k,1-0,2018.09.30,22:01:19,2128,2072,9,-9,B06,Robatsch (Modern) Defense,60+0,Time forfeit,,,16686,16668
